file,side,direction,sample_rate,num_sensors,timestamp
motion_00032.npy,left,back_to_front,1000,5,2026-09-20T08:25:54.909363+00:00
motion_00033.npy,left,back_to_front,1000,5,2026-09-20T08:25:56.654772+00:00
motion_00034.npy,left,back_to_front,1000,5,2026-09-20T08:25:58.502892+00:00
motion_00035.npy,left,back_to_front,1000,5,2026-09-20T08:26:01.266677+00:00
motion_00036.npy,left,back_to_front,1000,5,2026-09-20T08:26:02.879638+00:00
motion_00037.npy,left,back_to_front,1000,5,2026-09-20T08:26:05.688983+00:00
motion_00038.npy,left,back_to_front,1000,5,2026-09-20T08:26:06.883345+00:00
motion_00039.npy,left,back_to_front,1000,5,2026-09-20T08:26:09.330045+00:00
motion_00040.npy,right,front_to_back,1000,5,2026-09-20T08:26:27.084483+00:00
motion_00041.npy,right,front_to_back,1000,5,2026-09-20T08:26:56.426061+00:00
motion_00042.npy,right,front_to_back,1000,5,2026-09-20T08:26:59.095594+00:00
motion_00043.npy,right,front_to_back,1000,5,2026-09-20T08:27:01.236544+00:00
motion_00044.npy,right,front_to_back,1000,5,2026-09-20T08:27:09.054742+00:00
motion_00045.npy,right,front_to_back,1000,5,2026-09-20T08:27:11.334004+00:00
motion_00046.npy,right,front_to_back,1000,5,2026-09-20T08:27:13.247953+00:00
motion_00047.npy,right,front_to_back,1000,5,2026-09-20T08:27:15.653719+00:00
motion_00048.npy,right,front_to_back,1000,5,2026-09-20T08:27:17.574174+00:00
motion_00049.npy,right,front_to_back,1000,5,2026-09-20T08:27:20.498579+00:00
motion_00050.npy,right,front_to_back,1000,5,2026-09-20T08:27:22.654767+00:00
motion_00051.npy,right,front_to_back,1000,5,2026-09-20T08:27:24.232607+00:00
motion_00052.npy,right,front_to_back,1000,5,2026-09-20T08:27:26.033191+00:00
motion_00053.npy,right,front_to_back,1000,5,2026-09-20T08:27:27.650447+00:00
motion_00054.npy,right,front_to_back,1000,5,2026-09-20T08:27:29.618548+00:00
motion_00055.npy,right,front_to_back,1000,5,2026-09-20T08:27:31.694947+00:00
motion_00056.npy,right,front_to_back,1000,5,2026-09-20T08:27:37.875531+00:00
motion_00057.npy,right,front_to_back,1000,5,2026-09-20T08:27:39.776842+00:00
motion_00058.npy,right,front_to_back,1000,5,2026-09-20T08:27:41.742896+00:00
motion_00059.npy,right,front_to_back,1000,5,2026-09-20T08:27:43.789942+00:00
motion_00060.npy,right,back_to_front,1000,5,2026-09-20T08:27:48.248300+00:00
motion_00061.npy,right,back_to_front,1000,5,2026-09-20T08:27:50.345594+00:00
motion_00062.npy,right,back_to_front,1000,5,2026-09-20T08:27:52.817564+00:00
motion_00063.npy,right,back_to_front,1000,5,2026-09-20T08:27:55.009140+00:00
motion_00064.npy,right,back_to_front,1000,5,2026-09-20T08:27:56.795935+00:00
motion_00065.npy,right,back_to_front,1000,5,2026-09-20T08:27:58.674753+00:00
motion_00066.npy,right,back_to_front,1000,5,2026-09-20T08:28:00.438419+00:00
motion_00067.npy,right,back_to_front,1000,5,2026-09-20T08:28:01.919445+00:00
motion_00068.npy,right,back_to_front,1000,5,2026-09-20T08:28:03.712884+00:00
motion_00069.npy,right,back_to_front,1000,5,2026-09-20T08:28:05.416615+00:00
motion_00070.npy,right,back_to_front,1000,5,2026-09-20T08:28:07.159989+00:00
motion_00071.npy,right,back_to_front,1000,5,2026-09-20T08:28:08.786746+00:00
motion_00072.npy,right,back_to_front,1000,5,2026-09-20T08:28:10.388172+00:00
motion_00073.npy,right,back_to_front,1000,5,2026-09-20T08:28:12.012449+00:00
motion_00074.npy,right,back_to_front,1000,5,2026-09-20T08:28:13.655951+00:00
motion_00075.npy,right,back_to_front,1000,5,2026-09-20T08:28:16.012973+00:00
motion_00076.npy,right,back_to_front,1000,5,2026-09-20T08:28:17.150802+00:00
motion_00077.npy,right,back_to_front,1000,5,2026-09-20T08:28:19.084275+00:00
motion_00078.npy,right,back_to_front,1000,5,2026-09-20T08:28:20.869506+00:00
motion_00079.npy,right,back_to_front,1000,5,2026-09-20T08:28:22.483953+00:00
